,Neighborhood,Census.Tract,Homeowner.age.building.years,Pb.ppm,Pred.µg.dL.,P.PbB.3.5,P.PbB.5,P.PbB.6,P.PbB.10,Age.25m.years,Community.Area
291,West Elsdon,6202,NA,448,4.17,64.436,34.874,21.868,3.12,NA,WEST ELSDON
292,West Elsdon,6202,68,59,1.49,3.496,0.507,0.154,0.003,61,WEST ELSDON
293,West Elsdon,6202,74,315,3.29,44.725,18.633,10.038,0.898,NA,WEST ELSDON
294,West Elsdon,6201,109,90,1.72,6.512,1.154,0.391,0.009,100,WEST ELSDON
295,West Elsdon,6201,70,227,2.69,28.722,9.335,4.379,0.259,66,WEST ELSDON
296,West Elsdon,6201,65,55,1.46,3.183,0.448,0.134,0.002,61,WEST ELSDON
297,West Elsdon,6201,68,121,1.94,10.504,2.21,0.819,0.024,70,WEST ELSDON
298,West Elsdon,6201,69,53,1.45,3.033,0.421,0.125,0.002,63,WEST ELSDON
299,West Elsdon,6204,97,330,3.39,47.271,20.402,11.213,1.066,93,WEST ELSDON
300,West Elsdon,6204,76,103,1.81,8.076,1.543,0.544,0.014,10,WEST ELSDON
301,West Elsdon,6204,NA,333,3.41,47.771,20.76,11.455,1.102,NA,WEST ELSDON
302,West Elsdon,6204,106,179,2.35,19.921,5.443,2.323,0.104,25,WEST ELSDON
303,West Elsdon,6203,72,218,2.63,27.044,8.529,3.935,0.222,68,WEST ELSDON
304,West Elsdon,6203,85,80,1.65,5.426,0.905,0.296,0.006,76,WEST ELSDON
305,West Elsdon,6203,80,100,1.79,7.7,1.447,0.505,0.013,76,WEST ELSDON
306,West Elsdon,6203,114,49,1.42,2.746,0.37,0.108,0.002,64,WEST ELSDON
307,West Elsdon,6203,75,125,1.97,11.081,2.379,0.892,0.027,66,WEST ELSDON
308,Pullman,500100,79,538,4.74,74.04,45.45,30.775,5.602,68,PULLMAN
309,Pullman,500100,65,89,1.71,6.399,1.127,0.38,0.009,60,PULLMAN
310,Pullman,500100,77,48,1.41,2.677,0.358,0.104,0.002,67,PULLMAN
311,Pullman,500100,80,30,1.28,1.617,0.187,0.051,0.001,75,PULLMAN
312,Pullman,500100,79,61,1.51,3.659,0.538,0.165,0.003,74,PULLMAN
313,Pullman,500200,144,145,2.11,14.151,3.344,1.32,0.047,NA,PULLMAN
314,Pullman,500200,68,150,2.15,14.961,3.617,1.445,0.053,63,PULLMAN
315,Pullman,500200,135,864,6.69,91.62,73.272,59.217,19.663,140,PULLMAN
316,Pullman,500200,35,143,2.1,13.831,3.239,1.272,0.045,30,PULLMAN
317,Pullman,500200,NA,70,1.57,4.447,0.695,0.22,0.004,NA,PULLMAN
318,Pullman,500300,140,76,1.62,5.022,0.816,0.264,0.005,135,PULLMAN
319,Pullman,500300,NA,1018,7.56,94.934,81.046,68.852,27.586,NA,PULLMAN
320,Pullman,500300,145,207,2.55,25.004,7.59,3.429,0.182,NA,PULLMAN
321,Pullman,500300,140,516,4.6,71.949,42.954,28.588,4.924,135,PULLMAN
322,Pullman,500300,140,59,1.49,3.496,0.507,0.154,0.003,NA,PULLMAN
323,Edgewater,30200,113,345,3.49,49.742,22.203,12.44,1.254,113,EDGEWATER
324,Edgewater,30200,113,599,5.12,79.066,51.987,36.765,7.709,NA,EDGEWATER
325,Edgewater,30200,113,3532,18.24,99.978,99.705,99.099,89.942,113,EDGEWATER
326,Edgewater,30200,113,941,7.13,93.504,77.504,64.343,23.601,NA,EDGEWATER
327,,813802,93,45,1.39,2.477,0.324,0.093,0.001,NA,NA
328,Rogers Park,10201,NA,130,2.01,11.821,2.602,0.988,0.032,108,ROGERS PARK
329,Edgewater,30500,NA,39,1.35,2.105,0.262,0.074,0.001,91,EDGEWATER
330,Edgewater,30500,NA,212,2.58,25.93,8.01,3.654,0.199,92,EDGEWATER
331,Rogers Park,10201,NA,60,1.5,3.577,0.522,0.159,0.003,49,ROGERS PARK
332,Edgewater,30500,NA,73,1.6,4.73,0.754,0.241,0.005,91,EDGEWATER
333,Edgewater,30500,NA,115,1.9,9.662,1.97,0.719,0.02,92,EDGEWATER
334,,801607,NA,183,2.38,20.633,5.727,2.465,0.113,24,NA
335,,801607,NA,16,1.18,1.018,0.104,0.026,0,24,NA
336,,801607,NA,299,3.18,41.933,16.79,8.844,0.74,24,NA
337,,801607,NA,24,1.24,1.337,0.147,0.039,0,24,NA
338,,801607,NA,56,1.47,3.259,0.462,0.139,0.002,24,NA
339,,801607,NA,24,1.24,1.337,0.147,0.039,0,24,NA
340,,801607,NA,17,1.18,1.054,0.109,0.028,0,24,NA
341,,801607,NA,302,3.2,42.462,17.132,9.063,0.768,24,NA
342,,801607,NA,328,3.38,46.936,20.164,11.054,1.043,24,NA
343,Pilsen,310400,12,88,1.7,6.287,1.101,0.37,0.008,124,LOWER WEST SIDE
344,,823400,116,364,3.62,52.757,24.519,14.06,1.521,94,NA
345,Logan Square,220701,118,866,6.71,91.676,73.391,59.359,19.764,NA,LOGAN SQUARE
346,McKinley Park,590600,135,579,4.99,77.535,49.909,34.82,6.983,NA,MCKINLEY PARK
347,Armour Square,340500,NA,169,2.28,18.166,4.766,1.99,0.084,NA,ARMOUR SQUARE
348,Armour Square,340500,NA,206,2.54,24.82,7.507,3.385,0.179,NA,ARMOUR SQUARE
349,Armour Square,340500,NA,12,1.15,0.879,0.086,0.021,0,NA,ARMOUR SQUARE
350,Armour Square,340500,NA,181,2.37,20.277,5.584,2.393,0.109,NA,ARMOUR SQUARE
351,Bridgeport,840100,134,625,5.28,80.899,54.59,39.257,8.7,NA,BRIDGEPORT
352,Bridgeport,840100,66,71,1.58,4.54,0.714,0.227,0.004,NA,BRIDGEPORT
353,Bridgeport,600400,NA,92,1.73,6.742,1.209,0.412,0.01,128,BRIDGEPORT
354,Bridgeport,840100,NA,1214,8.61,97.23,87.633,77.903,37.526,122,BRIDGEPORT
355,Avalon Park,834300,64,235,2.74,30.215,10.078,4.795,0.296,NA,AVALON PARK
356,West Garfield Park,260600,115,594,5.09,78.693,51.474,36.281,7.524,110,WEST GARFIELD PARK
357,Bridgeport,840100,133,791,6.27,89.273,68.52,53.76,16.048,NA,BRIDGEPORT
358,South Shore,430900,103,193,2.45,22.437,6.471,2.844,0.139,NA,SOUTH SHORE
359,Pullman,500300,140,879,6.78,92.029,74.156,60.266,20.423,NA,PULLMAN
360,Chatham,440300,80,79,1.64,5.324,0.882,0.288,0.006,NA,CHATHAM
361,Pullman,500300,143,721,5.86,86.349,63.203,47.979,12.766,NA,PULLMAN
362,Pullman,500300,138,808,6.37,89.877,69.696,55.083,16.876,132,PULLMAN
363,Pullman,500300,145,546,4.79,74.761,46.34,31.569,5.86,NA,PULLMAN
364,Pullman,500300,102,599,5.12,79.066,51.987,36.765,7.709,96,PULLMAN
365,West Pullman,530501,100,500,4.5,70.329,41.099,26.997,4.459,NA,WEST PULLMAN
366,Pullman,500300,137,505,4.53,70.844,41.682,27.494,4.601,NA,PULLMAN
367,Pilsen,310200,NA,675,5.58,83.974,59.271,43.905,10.744,NA,LOWER WEST SIDE
368,Bridgeport,600400,134,563,4.9,76.23,48.2,33.249,6.427,NA,BRIDGEPORT
369,Bridgeport,600400,135,779,6.2,88.823,67.664,52.806,15.471,130,BRIDGEPORT
370,Bridgeport,840100,NA,1159,8.32,96.732,86.08,75.679,34.796,137,BRIDGEPORT
371,Bridgeport,840000,33,215,2.6,26.487,8.268,3.793,0.21,35,BRIDGEPORT
372,Bridgeport,600400,145,1297,9.04,97.828,89.626,80.857,41.519,19,BRIDGEPORT
373,McKinley Park,840400,5,753,6.05,87.779,65.731,50.687,14.239,NA,MCKINLEY PARK
374,McKinley Park,840100,145,638,5.36,81.753,55.848,40.486,9.215,NA,BRIDGEPORT
375,Bridgeport,600400,44,94,1.75,6.975,1.266,0.434,0.01,39,BRIDGEPORT
376,Kenwood,390600,104,364,3.62,52.757,24.519,14.06,1.521,NA,KENWOOD
377,Bridgeport,839800,18,211,2.58,25.744,7.925,3.609,0.196,13,BRIDGEPORT
378,Bridgeport,839800,138,762,6.1,88.152,66.412,51.429,14.662,122,BRIDGEPORT
379,McKinley Park,840400,150,1055,7.76,95.494,82.533,70.814,29.498,140,MCKINLEY PARK
380,Armour Square,340300,33,176,2.33,19.39,5.235,2.219,0.098,28,ARMOUR SQUARE
381,Bridgeport,840000,3,178,2.35,19.744,5.373,2.288,0.102,NA,BRIDGEPORT
382,Kenwood,390600,NA,32,1.29,1.718,0.202,0.055,0.001,NA,KENWOOD
383,Little Village,840700,98,241,2.78,31.335,10.652,5.122,0.326,NA,SOUTH LAWNDALE
384,McKinley Park,840300,24,98,1.78,7.455,1.385,0.481,0.012,130,MCKINLEY PARK
385,Bridgeport,840200,16,64,1.53,3.912,0.587,0.182,0.003,12,BRIDGEPORT
386,Ravenswood,40402,129,566,4.91,76.481,48.523,33.544,6.529,120,LINCOLN SQUARE
387,Hyde Park,411000,118,210,2.57,25.559,7.841,3.563,0.192,NA,HYDE PARK
388,Lincoln Park,71600,12,136,2.05,12.734,2.885,1.113,0.037,NA,LINCOLN PARK
389,Irving Park,160200,117,432,4.06,62.421,32.913,20.321,2.761,NA,IRVING PARK
390,Wrightwood Neighbors,70400,144,90,1.72,6.512,1.154,0.391,0.009,14,LINCOLN PARK
391,Little Village,300700,121,906,6.93,92.712,75.673,62.092,21.8,NA,SOUTH LAWNDALE
392,Englewood,834900,112,1221,8.65,97.287,87.816,78.17,37.869,NA,WEST ENGLEWOOD
393,Little Village,301803,113,143,2.1,13.831,3.239,1.272,0.045,NA,SOUTH LAWNDALE
394,Bucktown,240500,9,39,1.35,2.105,0.262,0.074,0.001,4,WEST TOWN
395,McKinley Park,840400,140,759,6.08,88.029,66.186,51.182,14.521,130,MCKINLEY PARK
396,McKinley Park,840300,21,199,2.49,23.532,6.94,3.087,0.156,NA,MCKINLEY PARK
397,Roscoe Village,50700,32,306,3.23,43.163,17.59,9.358,0.807,27,NORTH CENTER
398,Lake View East,62800,133,367,3.64,53.221,24.887,14.322,1.567,15,LAKE VIEW
399,Andersonville,30800,112,390,3.79,56.663,27.723,16.379,1.942,NA,EDGEWATER
400,North Park,620100,0,19,1.2,1.131,0.119,0.031,0,NA,WEST ELSDON
401,Logan Square,221100,120,441,4.12,63.567,34.018,21.189,2.96,NA,LOGAN SQUARE
402,Armour Square,340300,135,428,4.04,61.903,32.421,19.937,2.676,34,ARMOUR SQUARE
403,Jefferson Park,150300,108,720,5.85,86.301,63.121,47.893,12.721,101,PORTAGE PARK
404,Albany Park,140200,110,196,2.47,22.984,6.703,2.964,0.147,105,ALBANY PARK
405,Logan Square,221400,9,31,1.29,1.667,0.195,0.053,0.001,118,LOGAN SQUARE
406,Hermosa,831200,125,1801,11.48,99.426,96.155,91.636,61.569,117,HERMOSA
407,Irving Park,160400,NA,1075,7.87,95.768,83.284,71.822,30.527,NA,IRVING PARK
408,Humbolt Park,240800,132,642,5.38,82.008,56.229,40.861,9.375,NA,WEST TOWN
409,Ravenswood,31000,97,47,1.41,2.609,0.346,0.101,0.001,89,UPTOWN
410,Ravenswood,31000,NA,294,3.15,41.046,16.225,8.485,0.695,NA,UPTOWN
411,Back of the Yards,611400,121,751,6.04,87.694,65.578,50.521,14.146,118,NEW CITY
412,Six Corners,831700,23,51,1.43,2.887,0.395,0.117,0.002,19,PORTAGE PARK
413,Little Village,301803,125,567,4.92,76.564,48.631,33.642,6.564,NA,SOUTH LAWNDALE
414,Old Town,80400,135,1721,11.11,99.302,95.538,90.515,58.887,NA,NEAR NORTH SIDE
415,Old Town Triangle,71700,0,83,1.67,5.741,0.975,0.323,0.007,30,LINCOLN PARK
416,Budlong Woods,40202,72,188,2.42,21.532,6.093,2.65,0.126,65,LINCOLN SQUARE
417,Heart of Chicago,841300,120,1461,9.87,98.628,92.597,85.508,48.868,128,LOWER WEST SIDE
418,Little Italy,681000,115,666,5.53,83.461,58.46,43.084,10.364,108,ENGLEWOOD
419,Schorsch Village,171000,66,68,1.56,4.264,0.657,0.207,0.004,NA,DUNNING
420,Bridgeport,839900,9,52,1.44,2.96,0.408,0.121,0.002,4,BRIDGEPORT
421,Avalon Park,450300,81,232,2.72,29.655,9.797,4.637,0.282,NA,AVALON PARK
422,Park West,70200,138,1068,7.83,95.674,83.025,71.473,30.167,125,LINCOLN PARK
423,Hyde Park,411000,0,1141,8.23,96.548,85.527,74.902,33.89,NA,HYDE PARK
424,Heart of Chicago,841300,NA,44,1.38,2.412,0.313,0.09,0.001,NA,LOWER WEST SIDE
425,Park West,70200,140,803,6.34,89.703,69.355,54.697,16.631,135,LINCOLN PARK
426,Beverly,720700,118,287,3.1,39.793,15.444,7.994,0.634,NA,BEVERLY
427,Kenwood,390300,137,2298,13.64,99.81,98.365,95.976,74.572,NA,KENWOOD
428,Brighton Park,842800,96,1318,9.15,97.955,90.073,81.535,42.502,112,BRIGHTON PARK
429,West Englewood,671400,NA,270,2.98,36.706,13.599,6.858,0.504,NA,WEST ENGLEWOOD
430,Gage Park,630300,123,380,3.72,55.191,26.488,15.474,1.773,NA,GAGE PARK
431,Ravenswood,31900,130,614,5.21,80.144,53.503,38.209,8.274,125,UPTOWN
432,Ravenswood,40402,20,720,5.85,86.301,63.121,47.893,12.721,10,LINCOLN SQUARE
433,Roscoe Village,50700,129,781,6.21,88.9,67.808,52.966,15.567,124,NORTH CENTER
434,Montclare,180100,107,954,7.2,93.774,78.148,65.146,24.272,46,MONTCLARE
435,Edgewater,30601,33,813,6.4,90.047,70.034,55.466,17.121,28,EDGEWATER
436,Andersonville,30800,113,833,6.52,90.699,71.348,56.972,18.11,110,EDGEWATER
437,Hermosa,200402,125,527,4.67,73.014,44.21,29.683,5.257,120,HERMOSA
438,Avondale,831100,99,154,2.18,15.619,3.844,1.55,0.059,94,AVONDALE
439,Lincoln Park,832500,18,157,2.2,16.119,4.019,1.633,0.063,NA,LINCOLN PARK
440,Humbolt Park,230100,130,893,6.86,92.392,74.954,61.223,21.136,NA,HUMBOLDT PARK
441,Rogers Park,10100,NA,375,3.69,54.441,25.871,15.028,1.691,NA,ROGERS PARK
442,Bucktown,831000,11,103,1.81,8.076,1.543,0.544,0.014,NA,LOGAN SQUARE
443,Lakeview East,62800,27,1186,8.46,96.988,86.868,76.799,36.144,130,LAKE VIEW
444,Wicker Park,241400,25,36,1.32,1.933,0.235,0.065,0.001,10,WEST TOWN
445,Bridgeport,840100,NA,673,5.57,83.862,59.092,43.723,10.659,122,BRIDGEPORT
446,East Garfield Park,836800,133,387,3.77,56.226,27.353,16.106,1.89,NA,EAST GARFIELD PARK
447,Humbolt Park,230700,120,395,3.82,57.385,28.342,16.837,2.031,115,HUMBOLDT PARK
448,Albany Park,140301,NA,381,3.73,55.34,26.611,15.564,1.789,NA,ALBANY PARK
449,Humbolt Park,241100,130,452,4.19,64.925,35.361,22.258,3.213,NA,WEST TOWN
450,Ravenswood,40600,134,686,5.65,84.579,60.244,44.898,11.216,120,LINCOLN SQUARE
451,Logan Square,222600,132,2447,14.25,99.859,98.708,96.717,77.452,NA,LOGAN SQUARE
452,Humbolt Park,230900,130,439,4.11,63.315,33.773,20.995,2.915,110,HUMBOLDT PARK
453,Kilbourn Park,161200,117,448,4.17,64.436,34.874,21.868,3.12,NA,IRVING PARK
454,Logan Square,221100,119,575,4.97,77.216,49.485,34.428,6.842,NA,LOGAN SQUARE
455,Irving Park,831100,NA,78,1.63,5.222,0.86,0.28,0.006,NA,AVONDALE
456,Logan Square,832400,131,2232,13.37,99.782,98.181,95.587,73.164,11,LOGAN SQUARE
457,Irving Park,161000,118,5028,22.8,99.997,99.938,99.775,96.024,NA,IRVING PARK
458,Humbolt Park,231100,112,2634,14.99,99.902,99.026,97.431,80.551,NA,HUMBOLDT PARK
459,,845805,30,32,1.29,1.718,0.202,0.055,0.001,NA,NA
460,Gage Park,630300,111,445,4.15,64.066,34.507,21.577,3.05,NA,GAGE PARK
461,Humbolt Park,230700,65,364,3.62,52.757,24.519,14.06,1.521,NA,HUMBOLDT PARK
462,,860811,NA,26,1.25,1.427,0.16,0.042,0,NA,NA
463,,828601,53,197,2.48,23.166,6.782,3.004,0.15,47,NA
464,Lincoln Park,230100,115,229,2.7,29.095,9.518,4.481,0.268,128,HUMBOLDT PARK
465,Kilbourn Park,161200,NA,77,1.62,5.121,0.838,0.272,0.006,NA,IRVING PARK
466,Humbolt Park,836600,106,112,1.88,9.253,1.857,0.672,0.019,NA,HUMBOLDT PARK
467,Humbolt Park,241100,144,340,3.46,48.927,21.6,12.026,1.189,NA,WEST TOWN
468,Humbolt Park,240900,32,494,4.46,69.698,40.395,26.4,4.291,NA,WEST TOWN
469,Humbolt Park,230900,128,858,6.66,91.45,72.91,58.791,19.361,125,HUMBOLDT PARK
470,Humbolt Park,241100,126,632,5.32,81.364,55.271,39.92,8.976,NA,WEST TOWN
471,Ravenswood,40402,124,556,4.85,75.636,47.439,32.558,6.19,NA,LINCOLN SQUARE
472,Albany Park,140301,100,647,5.41,82.321,56.702,41.328,9.578,105,ALBANY PARK
473,Ravenswood,40800,110,793,6.28,89.346,68.661,53.917,16.145,NA,LINCOLN SQUARE
474,Edgewater,30400,103,295,3.15,41.223,16.338,8.556,0.704,NA,EDGEWATER
475,Horner Park,160602,121,456,4.22,65.407,35.848,22.649,3.308,NA,IRVING PARK
476,Ravenswood,31000,117,675,5.58,83.974,59.271,43.905,10.744,117,UPTOWN
477,Jefferson Park,110400,98,736,5.95,87.04,64.409,49.262,13.45,58,JEFFERSON PARK
478,Irving Park,160502,67,237,2.76,30.588,10.268,4.903,0.306,NA,IRVING PARK
479,South Loop,330101,NA,84,1.68,5.848,0.999,0.332,0.007,NA,NEAR SOUTH SIDE
480,Douglas,839200,NA,29,1.27,1.568,0.18,0.048,0.001,NA,DOUGLAS
481,Grand Boulevard,844600,NA,323,3.34,46.091,19.572,10.658,0.986,NA,GRAND BOULEVARD
482,Ravenswood,31000,109,1565,10.37,98.961,93.979,87.802,53.119,125,UPTOWN
483,Edgewater,30300,112,2969,16.26,99.946,99.394,98.303,84.942,NA,EDGEWATER
484,Near North Side,81800,NA,35,1.32,1.878,0.227,0.063,0.001,NA,NEAR NORTH SIDE
485,Rogers Park,10503,109,597,5.11,78.918,51.782,36.572,7.635,NA,ROGERS PARK
486,McKinley Park,590600,NA,524,4.65,72.728,43.869,29.384,5.165,NA,MCKINLEY PARK
487,Woodlawn,843900,NA,176,2.33,19.39,5.235,2.219,0.098,NA,WOODLAWN
488,Belmont Cragin,151200,96,121,1.94,10.504,2.21,0.819,0.024,91,PORTAGE PARK
489,,850600,NA,42,1.37,2.286,0.292,0.083,0.001,NA,NA
490,Ravenswood Manor,140800,95,152,2.16,15.289,3.729,1.497,0.056,95,ALBANY PARK
491,Budlong Woods,40202,NA,55,1.46,3.183,0.448,0.134,0.002,NA,LINCOLN SQUARE
492,North Lawndale,843100,126,2781,15.56,99.925,99.213,97.867,82.642,115,NORTH LAWNDALE
493,West Ridge,20802,105,211,2.58,25.744,7.925,3.609,0.196,NA,WEST RIDGE
494,Grand Boulevard,835800,1,81,1.65,5.53,0.928,0.305,0.006,NA,GRAND BOULEVARD
495,Ravenswood,40300,NA,94,1.75,6.975,1.266,0.434,0.01,NA,LINCOLN SQUARE
496,Logan Square,220902,20,390,3.79,56.663,27.723,16.379,1.942,NA,LOGAN SQUARE
497,Lincoln Park,71100,NA,567,4.92,76.564,48.631,33.642,6.564,NA,LINCOLN PARK
498,Humbolt Park,836700,NA,827,6.48,90.508,70.96,56.525,17.812,NA,HUMBOLDT PARK
499,Logan Square,221100,NA,171,2.3,18.514,4.898,2.054,0.088,NA,LOGAN SQUARE
500,Buena Park,32100,NA,101,1.8,7.824,1.478,0.518,0.013,NA,UPTOWN
501,Logan Square,220400,NA,128,1.99,11.523,2.511,0.949,0.03,NA,LOGAN SQUARE
502,Little Italy,842900,NA,290,3.12,40.331,15.777,8.203,0.66,NA,NEAR WEST SIDE
503,Albany Park,140100,NA,48,1.41,2.677,0.358,0.104,0.002,NA,ALBANY PARK
504,Ravenswood,830800,NA,180,2.36,20.099,5.513,2.358,0.106,NA,LINCOLN SQUARE
505,Loop,320400,NA,81,1.65,5.53,0.928,0.305,0.006,NA,LOOP
506,West Garfield Park,260400,NA,91,1.73,6.626,1.182,0.401,0.009,10,WEST GARFIELD PARK
507,South Lawndale,843500,129,60,1.5,3.577,0.522,0.159,0.003,NA,SOUTH LAWNDALE
508,Beverly,720100,74,176,2.33,19.39,5.235,2.219,0.098,91,BEVERLY
509,,814800,100,109,1.86,8.853,1.748,0.627,0.017,NA,NA
510,Humbolt Park,230900,75,490,4.43,69.271,39.923,26.003,4.181,110,HUMBOLDT PARK
511,Portage Park,150300,113,549,4.81,75.027,46.671,31.866,5.958,105,PORTAGE PARK
512,,808900,70,104,1.82,8.203,1.576,0.557,0.014,66,NA
513,Mayfair,160100,99,308,3.24,43.512,17.821,9.507,0.827,93,IRVING PARK
514,Roscoe Village,50800,130,1112,8.07,96.227,84.585,73.594,32.42,125,NORTH CENTER
515,Union Ridge,100600,71,109,1.86,8.853,1.748,0.627,0.017,NA,NORWOOD PARK
516,Jefferson Park,110400,100,390,3.79,56.663,27.723,16.379,1.942,94,JEFFERSON PARK
517,,807600,61,31,1.29,1.667,0.195,0.053,0.001,NA,NA
518,Heart of Chicago,310900,131,1372,9.42,98.246,91.124,83.161,44.974,123,LOWER WEST SIDE
519,Roscoe Village,50700,129,971,7.3,94.108,78.96,66.171,25.152,120,NORTH CENTER
520,Northalsted,62000,114,320,3.32,45.581,19.219,10.424,0.952,92,LAKE VIEW
521,Little Village,841300,NA,70,1.57,4.447,0.695,0.22,0.004,NA,LOWER WEST SIDE
522,West Ridge,20602,101,188,2.42,21.532,6.093,2.65,0.126,95,WEST RIDGE
523,Portage Park,150200,110,400,3.85,58.096,28.961,17.298,2.121,110,PORTAGE PARK
524,Pullman,500100,NA,395,3.82,57.385,28.342,16.837,2.031,NA,PULLMAN
525,Portage Park,150300,110,308,3.24,43.512,17.821,9.507,0.827,100,PORTAGE PARK
526,Austin,251200,NA,354,3.55,51.187,23.296,13.199,1.377,NA,AUSTIN
527,Irving Park,160502,100,408,3.91,59.215,29.951,18.043,2.272,NA,IRVING PARK
528,Homan Square,843000,NA,493,4.45,69.592,40.277,26.301,4.263,NA,NORTH LAWNDALE
529,,815500,98,304,3.21,42.813,17.36,9.21,0.787,NA,NA
530,North Center,50500,116,1601,10.55,99.054,94.388,88.498,54.515,111,NORTH CENTER
531,,821300,99,143,2.1,13.831,3.239,1.272,0.045,104,NA
532,Lake View East,62800,135,784,6.23,89.013,68.023,53.206,15.711,130,LAKE VIEW
533,Back of the Yards,611600,107,1294,9.03,97.809,89.561,80.758,41.378,NA,NEW CITY
534,Roscoe Village,50700,130,394,3.81,57.241,28.218,16.745,2.013,126,NORTH CENTER
535,Irving Park,160900,115,841,6.56,90.947,71.857,57.561,18.508,NA,IRVING PARK
536,Englewood,834600,NA,396,3.83,57.528,28.466,16.929,2.049,NA,ENGLEWOOD
537,Beverly,720200,137,491,4.44,69.378,40.041,26.102,4.208,NA,BEVERLY
538,Golden Gate,540102,NA,80,1.65,5.426,0.905,0.296,0.006,NA,RIVERDALE
539,West Pullman,530300,NA,53,1.45,3.033,0.421,0.125,0.002,NA,WEST PULLMAN
540,Roscoe Village,62500,135,776,6.18,88.708,67.446,52.565,15.327,10,LAKE VIEW
541,North Center,50500,105,501,4.5,70.432,41.216,27.096,4.487,NA,NORTH CENTER
542,Lake View East,62800,135,678,5.6,84.142,59.539,44.177,10.872,10,LAKE VIEW
543,McKinley Park,590500,128,52,1.44,2.96,0.408,0.121,0.002,NA,MCKINLEY PARK
544,Lake View East,60300,113,630,5.31,81.232,55.077,39.731,8.896,NA,LAKE VIEW
545,Chatham,440201,95,354,3.55,51.187,23.296,13.199,1.377,94,CHATHAM
546,Irving Park,160400,121,1421,9.67,98.469,91.972,84.501,47.147,NA,IRVING PARK
547,,810000,105,1739,11.2,99.332,95.686,90.782,59.506,NA,NA
548,West Ridge,20400,52,99,1.78,7.577,1.415,0.493,0.012,46,WEST RIDGE
549,Irving Park,161000,115,617,5.23,80.353,53.801,38.495,8.389,112,IRVING PARK
550,Rogers Park,10701,109,629,5.3,81.166,54.98,39.637,8.857,NA,ROGERS PARK
551,Chatham,691400,112,3669,18.69,99.982,99.749,99.219,90.838,103,GREATER GRAND CROSSING
552,,807600,66,167,2.27,17.82,4.637,1.927,0.08,63,NA
553,Portage Park,150700,109,89,1.71,6.399,1.127,0.38,0.009,105,PORTAGE PARK
554,New City,612100,NA,902,6.91,92.615,75.454,61.827,21.596,NA,NEW CITY
555,Morgan Park,750100,68,810,6.38,89.945,69.832,55.237,16.974,NA,MORGAN PARK
556,Beverly,720200,111,316,3.3,44.896,18.75,10.114,0.909,NA,BEVERLY
557,,825600,67,77,1.62,5.121,0.838,0.272,0.006,59,NA
558,West Ridge,20301,85,122,1.95,10.647,2.251,0.837,0.025,NA,WEST RIDGE
559,Lake View East,831900,127,685,5.64,84.525,60.156,44.808,11.173,21,LAKE VIEW
560,West Ridge,20302,100,550,4.81,75.115,46.781,31.965,5.991,93,WEST RIDGE
561,Kilbourn Park,161200,81,272,3,37.072,13.812,6.987,0.518,NA,IRVING PARK
562,West Ridge,20200,67,95,1.75,7.094,1.295,0.445,0.011,63,WEST RIDGE
563,Logan Square,220902,118,1114,8.08,96.25,84.652,73.686,32.522,108,LOGAN SQUARE
564,,850711,15,53,1.45,3.033,0.421,0.125,0.002,NA,NA
565,West Ridge,20602,98,651,5.44,82.568,57.077,41.7,9.741,NA,WEST RIDGE
566,Edgewater,30200,105,129,2,11.671,2.556,0.968,0.031,112,EDGEWATER
567,Norwood Park,100100,82,114,1.89,9.525,1.932,0.703,0.02,NA,NORWOOD PARK
568,Avondale,210602,111,274,3.01,37.437,14.026,7.118,0.533,106,AVONDALE
569,,827901,43,63,1.52,3.826,0.57,0.176,0.003,NA,NA
570,Irving Park,161000,NA,356,3.56,51.504,23.54,13.369,1.405,NA,IRVING PARK
571,Irving Park,161000,113,484,4.4,68.619,39.213,25.408,4.018,108,IRVING PARK
572,Logan Square,220901,114,160,2.22,16.624,4.199,1.718,0.068,89,LOGAN SQUARE
573,West Ridge,20302,100,78,1.63,5.222,0.86,0.28,0.006,94,WEST RIDGE
574,Irving Park,160501,104,264,2.94,35.603,12.967,6.478,0.462,96,IRVING PARK
575,,809700,65,367,3.64,53.221,24.887,14.322,1.567,NA,NA
576,Rogers Park,10202,114,457,4.22,65.527,35.969,22.747,3.332,110,ROGERS PARK
577,,807600,67,36,1.32,1.933,0.235,0.065,0.001,63,NA
578,Irving Park,160700,125,817,6.42,90.181,70.301,55.771,17.318,NA,IRVING PARK
579,Old Town,71500,130,126,1.98,11.228,2.423,0.911,0.028,100,LINCOLN PARK
580,Old Town,71700,118,72,1.59,4.634,0.734,0.234,0.005,130,LINCOLN PARK
581,Old Town,71500,135,1244,8.77,97.465,88.399,79.023,38.988,130,LINCOLN PARK
582,Old Town,71500,133,1131,8.17,96.441,85.209,74.458,33.385,NA,LINCOLN PARK
583,Old Town,71700,133,312,3.27,44.207,18.284,9.809,0.867,130,LINCOLN PARK
584,Old Town,71700,16,379,3.71,55.042,26.364,15.385,1.756,10,LINCOLN PARK
585,Old Town,71500,103,77,1.62,5.121,0.838,0.272,0.006,130,LINCOLN PARK
586,Old Town,71500,122,722,5.86,86.396,63.285,48.065,12.811,130,LINCOLN PARK
587,Old Town,71500,131,1757,11.28,99.361,95.829,91.04,60.116,116,LINCOLN PARK
588,Old Town,71700,34,619,5.24,80.491,53.999,38.686,8.467,29,LINCOLN PARK
